Term,Stamm,Sprache,Zeitraum
Sieg,*sīganą,Proto-Germanic,500 BCE - 500 CE
Sitz,siz,Middle High German,1050 CE - 1500 CE
Sitz,siz,Old High German,750 CE - 1050 CE
Sperber,sperwære,Middle High German,1050 CE - 1500 CE
Sperber,sparwāri,Old High German,750 CE - 1050 CE
Spott,spot,Middle High German,1050 CE - 1500 CE
Spott,spot,Old High German,750 CE - 1050 CE
spritzen,sprützen,Middle High German,1050 CE - 1500 CE
spritzen,*sprittōną,Proto-Germanic,500 BCE - 500 CE
Speicher,spīcher,Middle High German,1050 CE - 1500 CE
Speicher,spīhhāri,Old High German,750 CE - 1050 CE
Speicher,*spīkārī,Proto-West Germanic,before 500 CE (unconfirmed)
Speicher,spīcārium,Late Latin,200 CE - 600 CE
sperren,sperran,Old High German,750 CE - 1050 CE
sperren,*sparrijan,Proto-West Germanic,before 500 CE (unconfirmed)
sperren,*sparrijaną,Proto-Germanic,500 BCE - 500 CE
Stätte,stat,Middle High German,1050 CE - 1500 CE
Stärke,sterke,Middle High German,1050 CE - 1500 CE
Stärke,starchī,Old High German,750 CE - 1050 CE
Sporn,spore,Middle High German,1050 CE - 1500 CE
Sporn,sporo,Old High German,750 CE - 1050 CE
Sporn,*sporō,Proto-West Germanic,before 500 CE (unconfirmed)
Sporn,*spurô,Proto-Germanic,500 BCE - 500 CE
Spule,spuole,Middle High German,1050 CE - 1500 CE
Spule,spuola,Old High German,750 CE - 1050 CE
Spule,*spōlǭ,Proto-Germanic,500 BCE - 500 CE
Spatz,sparwe,Middle High German,1050 CE - 1500 CE
Spatz,sparo,Old High German,750 CE - 1050 CE
Stapel,stāpel,Middle Low German,1200 CE - 1600 CE
Stapel,stapol,Old Saxon,not available
Stapel,*stapul,Proto-West Germanic,before 500 CE (unconfirmed)
Staub,stoup,Old High German,750 CE - 1050 CE
Staub,*stubjuz,Proto-Germanic,500 BCE - 500 CE
Stelle,stellen,German,750 CE - present
stauen,stouwen,Middle High German,1050 CE - 1500 CE
stauen,stouwōn,Old High German,750 CE - 1050 CE
stauen,*stōwu,Proto-West Germanic,before 500 CE (unconfirmed)
stauen,*stōwō,Proto-Germanic,500 BCE - 500 CE
stauen,*steh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
Steg,steg,Old High German,750 CE - 1050 CE
Schwiegermutter,swigar,Old High German,750 CE - 1050 CE
Schwiegermutter,*swegrō,Proto-Germanic,500 BCE - 500 CE
Schwiegermutter,*sweḱruh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
Stiefvater,stioffater,Old High German,750 CE - 1050 CE
Stempel,stempel,Middle Low German,1200 CE - 1600 CE
Stempel,stempfel,Middle High German,1050 CE - 1500 CE
Stempel,stemphal,Old High German,750 CE - 1050 CE
Stau,stauen,German,750 CE - present
Stift,"stift, steft",Middle High German,1050 CE - 1500 CE
Stift,"stift, steft",Old High German,750 CE - 1050 CE
Stift,*stift,Proto-West Germanic,before 500 CE (unconfirmed)
Stift,*stiftaz,Proto-Germanic,500 BCE - 500 CE
Stift,stiften,German,750 CE - present
Stich,stich,Middle High German,1050 CE - 1500 CE
Stich,stih,Old High German,750 CE - 1050 CE
Stich,*stiki,Proto-West Germanic,before 500 CE (unconfirmed)
stiften,stiften,Middle High German,1050 CE - 1500 CE
stiften,stiften,Old High German,750 CE - 1050 CE
stiften,*stiftijan,Proto-West Germanic,before 500 CE (unconfirmed)
stiften,*stiftijaną,Proto-Germanic,500 BCE - 500 CE
stiften,*steybʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Stiel,stil,Middle High German,1050 CE - 1500 CE
Stiel,stil,Old High German,750 CE - 1050 CE
Stiel,stilus,Latin,700 BCE - 500 CE
Staubsauger,Staub,German,750 CE - present
Staubsauger,saugen,German,750 CE - present
Strähne,strene,Middle High German,1050 CE - 1500 CE
Strähne,streno,Old High German,750 CE - 1050 CE
Strähne,*strenō,Proto-West Germanic,before 500 CE (unconfirmed)
Strähne,*strinô,Proto-Germanic,500 BCE - 500 CE
Strähne,*ster-,Proto-Indo-European,4500 BCE - 2500 BCE
Strang,strank,Middle High German,1050 CE - 1500 CE
Strang,stranc,Old High German,750 CE - 1050 CE
Strang,*strangiz,Proto-Germanic,500 BCE - 500 CE
Strang,*strengʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Stirn,stirne,Middle High German,1050 CE - 1500 CE
Stirn,stirna,Old High German,750 CE - 1050 CE
Stirn,*stirniju,Proto-West Germanic,before 500 CE (unconfirmed)
stopfen,stopfen,Middle High German,1050 CE - 1500 CE
stopfen,stopfōn,Old High German,750 CE - 1050 CE
stopfen,stuppare,Medieval Latin,600 CE - 1400 CE
Streich,streich,Middle High German,1050 CE - 1500 CE
Streich,*streih,Old High German,750 CE - 1050 CE
Streich,*straik,Proto-West Germanic,before 500 CE (unconfirmed)
Strauch,strūch,Middle High German,1050 CE - 1500 CE
Streit,strīt,Middle High German,1050 CE - 1500 CE
Streit,strīt,Old High German,750 CE - 1050 CE
Streit,*strīdaz,Proto-Germanic,500 BCE - 500 CE
Karpfen,karpfe,Middle High German,1050 CE - 1500 CE
Karpfen,karpho,Old High German,750 CE - 1050 CE
Krapfen,krapfe,Middle High German,1050 CE - 1500 CE
Krapfen,krāpho,Old High German,750 CE - 1050 CE
Strauß,strūz,Old High German,750 CE - 1050 CE
Strauß,strūthiō,Latin,700 BCE - 500 CE
Strauß,στρουθίων,Ancient Greek,1500 BCE - 300 BCE
Strauß,strūz,Middle High German,1050 CE - 1500 CE
Strich,strich,Middle High German,1050 CE - 1500 CE
Strich,strih,Old High German,750 CE - 1050 CE
Strich,*striki,Proto-West Germanic,before 500 CE (unconfirmed)
Striemen,strieme,Middle High German,1050 CE - 1500 CE
Striemen,strieme,Middle Low German,1200 CE - 1600 CE
Stummel,stumbel,Middle High German,1050 CE - 1500 CE
Stummel,stumbal,Old High German,750 CE - 1050 CE
Strick,stric,Middle High German,1050 CE - 1500 CE
Strick,stric,Old High German,750 CE - 1050 CE
Strick,*striki,Proto-West Germanic,before 500 CE (unconfirmed)
Strudel,strudel,Middle High German,1050 CE - 1500 CE
Strudel,stredan,Old High German,750 CE - 1050 CE
Strudel,*streþaną,Proto-Germanic,500 BCE - 500 CE
Strudel,*ser-,Proto-Indo-European,4500 BCE - 2500 BCE
Stumpf,stumpf,Middle High German,1050 CE - 1500 CE
Stumpf,stumpf,Old High German,750 CE - 1050 CE
Stumpf,*stumpaz,Proto-Germanic,500 BCE - 500 CE
Stute,stuot,Old High German,750 CE - 1050 CE
Stute,*stōdą,Proto-Germanic,500 BCE - 500 CE
Suche,suoche,Middle High German,1050 CE - 1500 CE
Suche,suocha,Old High German,750 CE - 1050 CE
Suche,suochī,Old High German,750 CE - 1050 CE
Sünde,sunde,Middle High German,1050 CE - 1500 CE
Sünde,sunta,Old High German,750 CE - 1050 CE
Sünde,*sundijō,Proto-Germanic,500 BCE - 500 CE
Sühne,süene,Middle High German,1050 CE - 1500 CE
Sühne,suona,Old High German,750 CE - 1050 CE
Sühne,*swōnō,Proto-Germanic,500 BCE - 500 CE
Sturz,sturz,Old High German,750 CE - 1050 CE
Tabak,tabaco,Spanish,1600 CE - present
Tabak,tabac,French,1600 CE - present
Stück,stücke,Middle High German,1050 CE - 1500 CE
Stück,stucki,Old High German,750 CE - 1050 CE
Stück,*stukkī,Proto-West Germanic,before 500 CE (unconfirmed)
Stück,*stukkiją,Proto-Germanic,500 BCE - 500 CE
Lenz,lenze,Middle High German,1050 CE - 1500 CE
Lenz,lenzo,Old High German,750 CE - 1050 CE
Lenz,*langatīn,Proto-West Germanic,before 500 CE (unconfirmed)
Glaube,gloube,Middle High German,1050 CE - 1500 CE
Glaube,giloubo,Old High German,750 CE - 1050 CE
Glaube,*galaubō,Proto-West Germanic,before 500 CE (unconfirmed)
Glaube,*galaubô,Proto-Germanic,500 BCE - 500 CE
Leichnam,līchname,Middle High German,1050 CE - 1500 CE
Leichnam,līhhinhamo,Old High German,750 CE - 1050 CE
Leichnam,*līkahamô,Proto-Germanic,500 BCE - 500 CE
Wille,wille,Middle High German,1050 CE - 1500 CE
Wille,willo,Old High German,750 CE - 1050 CE
Wille,*willjō,Proto-West Germanic,before 500 CE (unconfirmed)
Wille,*wiljô,Proto-Germanic,500 BCE - 500 CE
Wille,*welh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Waise,weiso,Old High German,750 CE - 1050 CE
Einhorn,einhorn,Middle High German,1050 CE - 1500 CE
Einhorn,einhurno,Old High German,750 CE - 1050 CE
Einhorn,ūnicornis,Latin,700 BCE - 500 CE
Einhorn,μονόκερως,Ancient Greek,1500 BCE - 300 BCE
Drohne,drōne,Middle Low German,1200 CE - 1600 CE
Drohne,drāna,Old Saxon,not available
Drohne,*drānu,Proto-West Germanic,before 500 CE (unconfirmed)
Drohne,*drēnuz,Proto-Germanic,500 BCE - 500 CE
Drohne,drone,English,1550 CE - present
Fladen,vlade,Middle High German,1050 CE - 1500 CE
Fladen,flado,Old High German,750 CE - 1050 CE
Fladen,*flaþō,Proto-West Germanic,before 500 CE (unconfirmed)
wachsen,wahsen,Middle High German,1050 CE - 1500 CE
wachsen,wahsan,Old High German,750 CE - 1050 CE
wachsen,*wahsijaną,Proto-Germanic,500 BCE - 500 CE
wachsen,*h₂weg-,Proto-Indo-European,4500 BCE - 2500 BCE
Talg,*talg,Old Saxon,not available
Talg,*talgaz,Proto-Germanic,500 BCE - 500 CE
Rocken,rocke,Middle High German,1050 CE - 1500 CE
Rocken,rocko,Old High German,750 CE - 1050 CE
Rocken,*rukkô,Proto-Germanic,500 BCE - 500 CE
Rocken,*rugi,Proto-West Germanic,before 500 CE (unconfirmed)
Rocken,*rugiz,Proto-Germanic,500 BCE - 500 CE
Tatze,tatze,Middle High German,1050 CE - 1500 CE
Taufe,toufe,Middle High German,1050 CE - 1500 CE
Taufe,toufī,Old High German,750 CE - 1050 CE
Taufe,*daupīniz,Proto-Germanic,500 BCE - 500 CE
Teer,ter,Middle Low German,1200 CE - 1600 CE
Teer,*terwą,Proto-Germanic,500 BCE - 500 CE
Teich,tīch,Middle High German,1050 CE - 1500 CE
Teich,*tīh,Old High German,750 CE - 1050 CE
Teich,*dīkaz,Proto-Germanic,500 BCE - 500 CE
Teich,*dʰeygʷ-,Proto-Indo-European,4500 BCE - 2500 BCE
Torf,torf,Middle Low German,1200 CE - 1600 CE
Torf,turf,Old Saxon,not available
Torf,*turb,Proto-West Germanic,before 500 CE (unconfirmed)
Torf,*turbz,Proto-Germanic,500 BCE - 500 CE
Torf,*derbʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Trieb,trīp,Middle High German,1050 CE - 1500 CE
Tracht,traht,Middle High German,1050 CE - 1500 CE
Tracht,traht,Old High German,750 CE - 1050 CE
Tracht,*drahtuz,Proto-Germanic,500 BCE - 500 CE
Teig,teic,Middle High German,1050 CE - 1500 CE
Teig,teig,Old High German,750 CE - 1050 CE
Teig,*daigaz,Proto-Germanic,500 BCE - 500 CE
Teig,*dʰeyǵʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Trog,troc,Middle High German,1050 CE - 1500 CE
Trog,trog,Old High German,750 CE - 1050 CE
Trog,*trugaz,Proto-Germanic,500 BCE - 500 CE
Trost,trōst,Middle High German,1050 CE - 1500 CE
Trost,trōst,Old High German,750 CE - 1050 CE
Trost,*traust,Proto-West Germanic,before 500 CE (unconfirmed)
Trost,*traustą,Proto-Germanic,500 BCE - 500 CE
Truhe,truhe,Middle High German,1050 CE - 1500 CE
Truhe,truha,Old High German,750 CE - 1050 CE
Trumpf,triumphus,Latin,700 BCE - 500 CE
Trumpf,triumphe,Middle French,1340 CE - 1610 CE
Treppe,treppe,Middle High German,1050 CE - 1500 CE
Treppe,trappa,Old High German,750 CE - 1050 CE
Treppe,*trap-,Proto-Germanic,500 BCE - 500 CE
Treppe,*drem-,Proto-Indo-European,4500 BCE - 2500 BCE
Träne,træne,Middle High German,1050 CE - 1500 CE
Träne,trahan,Old High German,750 CE - 1050 CE
Träne,*trahnuz,Proto-Germanic,500 BCE - 500 CE
Tulpe,دلبند,Ottoman Turkish,not available
Tulpe,دلبند,Persian,1000 CE - present
Teppich,teppich,Middle High German,1050 CE - 1500 CE
Teppich,teppih,Old High German,750 CE - 1050 CE
Teppich,tapicus,Medieval Latin,600 CE - 1400 CE
Teppich,tapes,Latin,700 BCE - 500 CE
Tugend,tugent,Middle High German,1050 CE - 1500 CE
Tugend,tugund,Old High German,750 CE - 1050 CE
Tugend,*dugunþō,Proto-Germanic,500 BCE - 500 CE
Tümpel,tümpfel,Middle High German,1050 CE - 1500 CE
Tümpel,tumphilo,Old High German,750 CE - 1050 CE
Tümpel,*dumpilaz,Proto-Germanic,500 BCE - 500 CE
Truthahn,drōten,Middle Low German,1200 CE - 1600 CE
Trümmer,drum,Middle High German,1050 CE - 1500 CE
Trümmer,trum,Old High German,750 CE - 1050 CE
Trümmer,*þrum-,Proto-Germanic,500 BCE - 500 CE
erlauben,erlouben,Middle High German,1050 CE - 1500 CE
erlauben,irlouben,Old High German,750 CE - 1050 CE
erlauben,*uzlaubijan,Proto-West Germanic,before 500 CE (unconfirmed)
erlauben,*uzlaubijaną,Proto-Germanic,500 BCE - 500 CE
Urlaub,urloup,Middle High German,1050 CE - 1500 CE
U-Boot,Unterseeboot,German,750 CE - present
Urteil,urteil,Middle High German,1050 CE - 1500 CE
Urteil,", ",Old High German,750 CE - 1050 CE
Urteil,*uzdailiją,Proto-Germanic,500 BCE - 500 CE
Vetter,veter,Middle High German,1050 CE - 1500 CE
Vetter,fetiro,Old High German,750 CE - 1050 CE
Vetter,*faderjō,Proto-West Germanic,before 500 CE (unconfirmed)
Veilchen,vīel,Middle High German,1050 CE - 1500 CE
Veilchen,fīol,Old High German,750 CE - 1050 CE
Veilchen,viola,Latin,700 BCE - 500 CE
erteilen,irteilen,Old High German,750 CE - 1050 CE
Ulme,elm,Middle High German,1050 CE - 1500 CE
Ulme,elm,Old High German,750 CE - 1050 CE
Ulme,*elmaz,Proto-Germanic,500 BCE - 500 CE
Ulme,ulmus,Latin,700 BCE - 500 CE
Viertel,fiorteil,Old High German,750 CE - 1050 CE
Vieh,vihe,Middle High German,1050 CE - 1500 CE
Vieh,fihu,Old High German,750 CE - 1050 CE
Vieh,*fehu,Proto-Germanic,500 BCE - 500 CE
Vieh,*péḱu,Proto-Indo-European,4500 BCE - 2500 BCE
Wärme,werme,Middle High German,1050 CE - 1500 CE
Wärme,warmī,Old High German,750 CE - 1050 CE
Wächter,wahtāri,Old High German,750 CE - 1050 CE
Wache,wache,Middle High German,1050 CE - 1500 CE
Wache,wacha,Old High German,750 CE - 1050 CE
Wärter,wartari,Old High German,750 CE - 1050 CE
Wäsche,wesca,Old High German,750 CE - 1050 CE
Wacht,wahte,Middle High German,1050 CE - 1500 CE
Wacht,wahta,Old High German,750 CE - 1050 CE
Wacht,*wahtu,Proto-West Germanic,before 500 CE (unconfirmed)
Wacht,*wahtwō,Proto-Germanic,500 BCE - 500 CE
Wechsel,wëhsel,Middle High German,1050 CE - 1500 CE
Wechsel,wehsal,Old High German,750 CE - 1050 CE
Wechsel,*wihslaz,Proto-Germanic,500 BCE - 500 CE
Volk,volc,Middle High German,1050 CE - 1500 CE
Volk,folc,Old High German,750 CE - 1050 CE
Volk,*folk,Proto-West Germanic,before 500 CE (unconfirmed)
Volk,*fulką,Proto-Germanic,500 BCE - 500 CE
Wachs,wahs,Middle High German,1050 CE - 1500 CE
Wachs,wahs,Old High German,750 CE - 1050 CE
Wachs,*wahsą,Proto-Germanic,500 BCE - 500 CE
Wallach,wallache,Middle Low German,1200 CE - 1600 CE
Wallach,волох,Russian,not available
Wallach,*volxъ,Proto-Slavic,500 CE - 1000 CE (disputed)
Wallach,*walhaz,Proto-Germanic,500 BCE - 500 CE
Wandel,wandel,Middle High German,1050 CE - 1500 CE
Wandel,wandil,Old High German,750 CE - 1050 CE
Wanne,wanna,Old High German,750 CE - 1050 CE
Wanne,vannus,Latin,700 BCE - 500 CE
Wanne,*h₂weh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Wappen,wāpen,Middle High German,1050 CE - 1500 CE
Wappen,wâpen,Middle Low German,1200 CE - 1600 CE
Watte,watten,Dutch,1500 CE - present
Watte,ouate,Middle French,1340 CE - 1610 CE
welsch,",  (, , , )",Middle High German,1050 CE - 1500 CE
welsch,walahisc,Old High German,750 CE - 1050 CE
welsch,*walhisk,Proto-West Germanic,before 500 CE (unconfirmed)
welsch,welische,Middle English,1150 CE - 1500 CE
welsch,Welsh,English,1550 CE - present
Wahn,wān,Old High German,750 CE - 1050 CE
Wahn,*wāni,Proto-West Germanic,before 500 CE (unconfirmed)
Weiche,weiche,Middle High German,1050 CE - 1500 CE
Weiche,weihhī,Old High German,750 CE - 1050 CE
weich,weich,Middle High German,1050 CE - 1500 CE
weich,weih,Old High German,750 CE - 1050 CE
Weib,wīb,Old High German,750 CE - 1050 CE
Weib,*wībą,Proto-Germanic,500 BCE - 500 CE
weihen,wīhen,Middle High German,1050 CE - 1500 CE
weihen,wīhen,Old High German,750 CE - 1050 CE
weihen,*wīhijan,Proto-West Germanic,before 500 CE (unconfirmed)
weihen,*wīhijaną,Proto-Germanic,500 BCE - 500 CE
Wachtel,wachtel,Middle High German,1050 CE - 1500 CE
Wachtel,wahtala,Old High German,750 CE - 1050 CE
Wachtel,*hwahtlā,Proto-West Germanic,before 500 CE (unconfirmed)
Weihnachten,wīhenahten,Middle High German,1050 CE - 1500 CE
Weide,weide,Middle High German,1050 CE - 1500 CE
Weide,weida,Old High German,750 CE - 1050 CE
Weide,*waiþu,Proto-West Germanic,before 500 CE (unconfirmed)
Weide,*waiþō,Proto-Germanic,500 BCE - 500 CE
Weide,wīde,Middle High German,1050 CE - 1500 CE
Weide,wīda,Old High German,750 CE - 1050 CE
Weide,*wīþijō,Proto-Germanic,500 BCE - 500 CE
Weide,*wéh₁itis,Proto-Indo-European,4500 BCE - 2500 BCE
Werft,werf,Middle Low German,1200 CE - 1600 CE
Werft,hwerf,Old Saxon,not available
Werft,werf,Dutch,1500 CE - present
Werft,*hwerbaną,Proto-Germanic,500 BCE - 500 CE
weichen,wīchen,Middle High German,1050 CE - 1500 CE
weichen,wīchan,Old High German,750 CE - 1050 CE
weichen,*wīkwan,Proto-West Germanic,before 500 CE (unconfirmed)
weichen,*wīkwaną,Proto-Germanic,500 BCE - 500 CE
weichen,*weyk-,Proto-Indo-European,4500 BCE - 2500 BCE
weichen,weichen,Middle High German,1050 CE - 1500 CE
weichen,weihhen,Old High German,750 CE - 1050 CE
weichen,*waikwijan,Proto-West Germanic,before 500 CE (unconfirmed)
Wahl,wale,Middle High German,1050 CE - 1500 CE
Wahl,wala,Old High German,750 CE - 1050 CE
Wahl,*walu,Proto-West Germanic,before 500 CE (unconfirmed)
Wahl,*walą,Proto-Germanic,500 BCE - 500 CE
Würze,wurz,Middle High German,1050 CE - 1500 CE
Werk,werke,Middle High German,1050 CE - 1500 CE
Werk,werc,Old High German,750 CE - 1050 CE
Werk,*werk,Proto-West Germanic,before 500 CE (unconfirmed)
Werk,*werką,Proto-Germanic,500 BCE - 500 CE
Werk,*wérǵom,Proto-Indo-European,4500 BCE - 2500 BCE
Wunder,wunder,Middle High German,1050 CE - 1500 CE
Wunder,wuntar,Old High German,750 CE - 1050 CE
Wunder,*wundrą,Proto-Germanic,500 BCE - 500 CE
Wunder,*wenh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Würfel,würfel,Middle High German,1050 CE - 1500 CE
Würfel,wurfil,Old High German,750 CE - 1050 CE
Würfel,*wurpilaz,Proto-Germanic,500 BCE - 500 CE
Würfel,*werb-,Proto-Indo-European,4500 BCE - 2500 BCE
Würde,wirde,Middle High German,1050 CE - 1500 CE
Würde,wirdī,Old High German,750 CE - 1050 CE
Würde,*werþaz,Proto-Germanic,500 BCE - 500 CE
werben,werben,Middle High German,1050 CE - 1500 CE
werben,werban,Old High German,750 CE - 1050 CE
werben,*hwerban,Proto-West Germanic,before 500 CE (unconfirmed)
Wende,wendī,Old High German,750 CE - 1050 CE
Wende,wint,Middle High German,1050 CE - 1500 CE
Wende,winid,Old High German,750 CE - 1050 CE
Wende,*winidaz,Proto-Germanic,500 BCE - 500 CE
Wucher,wuocher,Middle High German,1050 CE - 1500 CE
Wucher,wuohhar,Old High German,750 CE - 1050 CE
Wucher,*wōkraz,Proto-Germanic,500 BCE - 500 CE
Wonne,wunne,Middle High German,1050 CE - 1500 CE
Wonne,wunna,Old High German,750 CE - 1050 CE
Wonne,*wunnju,Proto-West Germanic,before 500 CE (unconfirmed)
Wonne,*wunjō,Proto-Germanic,500 BCE - 500 CE
Weise,wīsa,Old High German,750 CE - 1050 CE
Weise,*wīsaz,Proto-Germanic,500 BCE - 500 CE
Wunsch,wunsch,Middle High German,1050 CE - 1500 CE
Wunsch,wunsc,Old High German,750 CE - 1050 CE
Wunsch,*wunskō,Proto-Germanic,500 BCE - 500 CE
Wunsch,*wenh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Wohnung,wonunge,Middle High German,1050 CE - 1500 CE
Wohnung,wonunga,Old High German,750 CE - 1050 CE
Wohnung,*wunungō,Proto-Germanic,500 BCE - 500 CE
Wipfel,wipfel,Middle High German,1050 CE - 1500 CE
Wipfel,wiphil,Old High German,750 CE - 1050 CE
Wipfel,wiphōn,Old High German,750 CE - 1050 CE
Wipfel,*wippōną,Proto-Germanic,500 BCE - 500 CE
Weste,veste,French,1600 CE - present
Windel,windel,Middle High German,1050 CE - 1500 CE
Windel,windila,Old High German,750 CE - 1050 CE
Wirt,wirt,Middle High German,1050 CE - 1500 CE
Wirt,wirt,Old High German,750 CE - 1050 CE
Wirt,*werduz,Proto-Germanic,500 BCE - 500 CE
Wesen,wesan,Old High German,750 CE - 1050 CE
Wespe,wefse,Middle High German,1050 CE - 1500 CE
Wespe,wefsa,Old High German,750 CE - 1050 CE
Wespe,wespe,Middle Low German,1200 CE - 1600 CE
Wespe,waspa,Old Saxon,not available
Wespe,vespa,Latin,700 BCE - 500 CE
Wespe,*waspijā,Proto-West Germanic,before 500 CE (unconfirmed)
Wespe,*wapsō,Proto-Germanic,500 BCE - 500 CE
Wespe,*wobʰseh₂,Proto-Indo-European,4500 BCE - 2500 BCE
Wirbel,wirbel,Middle High German,1050 CE - 1500 CE
Wirbel,wirbil,Old High German,750 CE - 1050 CE
Wirbel,*hwirbilaz,Proto-Germanic,500 BCE - 500 CE
Wiese,wise,Middle High German,1050 CE - 1500 CE
Wiese,wisa,Old High German,750 CE - 1050 CE
Wiese,*wasô,Proto-Germanic,500 BCE - 500 CE
Wiese,*weys-,Proto-Indo-European,4500 BCE - 2500 BCE
René,René,French,1600 CE - present
rund,runt,Middle High German,1050 CE - 1500 CE
rund,ront,Old French,800 CE - 1400 CE
rund,rotundus,Latin,700 BCE - 500 CE
Fülle,fullī,Old High German,750 CE - 1050 CE
Fülle,*fullį̄,Proto-Germanic,500 BCE - 500 CE
erlöschen,erleschen,Middle High German,1050 CE - 1500 CE
bombardieren,bombarder,French,1600 CE - present
Graben,grabe,Middle High German,1050 CE - 1500 CE
Graben,grabo,Old High German,750 CE - 1050 CE
Gefährte,giferto,Old High German,750 CE - 1050 CE
